gene,cluster,ZT,expression,adj.p_1,adj.p_2,adj.p_3
AMPdeam,27,8,0.3908865749835968,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,14,0.7381700277328491,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,20,0.5071454048156738,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,26,0.6155045032501221,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,32,0.3908865749835968,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,38,0.7381700277328491,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,27,44,0.5071454048156738,0.0240878169449598,0.00466450216450216,0.00884018759018759
AMPdeam,43,2,0.723640501499176,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,8,0.5907917022705078,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,14,0.8464692831039429,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,20,0.6102666854858398,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,26,0.723640501499176,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,32,0.5907917022705078,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,38,0.8464692831039429,0.0225378787878788,0.0167929292929293,0.0112436868686869
AMPdeam,43,44,0.6102666854858398,0.0225378787878788,0.0167929292929293,0.0112436868686869
AP-1sigma,55,2,0.6525037288665771,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,8,0.9207338094711304,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,14,0.911482572555542,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,20,0.7612438201904297,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,26,0.6525037288665771,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,32,0.9207338094711304,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,38,0.911482572555542,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-1sigma,55,44,0.7612438201904297,0.0420649350649351,0.0235576923076923,0.0333333333333333
AP-2sigma,79,2,0.7822209596633911,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,8,0.4521119892597198,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,14,0.8608390688896179,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,20,0.6749184131622314,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,26,0.7822209596633911,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,32,0.4521119892597198,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,38,0.8608390688896179,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,79,44,0.6749184131622314,0.0249936738519213,0.0256059027777778,0.00462508608815427
AP-2sigma,EG_2,2,0.5097480416297913,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,8,0.2936024367809296,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,14,0.830826461315155,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,20,0.4258186817169189,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,26,0.5097480416297913,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,32,0.2936024367809296,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,38,0.830826461315155,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
AP-2sigma,EG_2,44,0.4258186817169189,0.00130725863284003,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-Cf6,1,2,1.353342890739441,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,8,0.9209107756614685,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,14,1.588123321533203,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,20,1.23478090763092,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,26,1.353342890739441,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,32,0.9209107756614685,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,38,1.588123321533203,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,1,44,1.23478090763092,5.2955295529553e-4,5.0977060322854e-4,1.8779342723004e-4
ATPsyn-Cf6,127,2,2.433492183685303,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,8,1.721882700920105,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,14,2.512674331665039,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,20,2.011283874511719,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,26,2.433492183685303,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,32,1.721882700920105,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,38,2.512674331665039,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,127,44,2.011283874511719,0.0271244775339603,0.0121843434343434,0.0300051485731097
ATPsyn-Cf6,24,2,1.461662769317627,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,8,1.001242995262146,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,14,1.655614852905273,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,20,1.190635800361633,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,26,1.461662769317627,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,32,1.001242995262146,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,38,1.655614852905273,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,24,44,1.190635800361633,0.00648989898989899,0.0476973684210526,0.00325274016763378
ATPsyn-Cf6,ALG,2,1.563578844070435,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,8,1.238595604896545,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,14,1.901386022567749,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,20,1.466859936714172,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,26,1.563578844070435,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,32,1.238595604896545,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,38,1.901386022567749,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-Cf6,ALG,44,1.466859936714172,9.8573975044563e-4,0.00114660114660115,0.00243161705551086
ATPsyn-b,1,2,1.357712268829346,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,8,0.8404112458229065,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,14,1.400917768478394,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,20,1.03637707233429,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,26,1.357712268829346,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,32,0.8404112458229065,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,38,1.400917768478394,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,1,44,1.03637707233429,0.00265904786501377,0.00123106060606061,0.00260707635009311
ATPsyn-b,ALG,2,1.6013423204422,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,8,1.152437686920166,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,14,1.758969902992249,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,20,1.521446585655212,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,26,1.6013423204422,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,32,1.152437686920166,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,38,1.758969902992249,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,ALG,44,1.521446585655212,9.8573975044563e-4,0.00491671683724664,0.0102555137170522
ATPsyn-b,EG_2,2,1.59714138507843,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,8,1.233477592468262,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,14,1.723960280418396,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,20,1.364328503608704,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,26,1.59714138507843,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,32,1.233477592468262,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,38,1.723960280418396,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-b,EG_2,44,1.364328503608704,0.00543487359785702,0.0101878787878788,0.00567300916138125
ATPsyn-beta,1,2,1.642870426177979,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,8,1.086344122886658,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,14,1.880747199058533,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,20,1.47969388961792,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,26,1.642870426177979,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,32,1.086344122886658,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,38,1.880747199058533,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,1,44,1.47969388961792,1.9663547237076e-4,1.9206145966709e-4,1.8779342723004e-4
ATPsyn-beta,79,2,1.920567512512207,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,8,1.362280607223511,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,14,2.177240371704102,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,20,1.769869685173035,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,26,1.920567512512207,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,32,1.362280607223511,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,38,2.177240371704102,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,79,44,1.769869685173035,8.2188160676532e-4,0.00316893424036281,0.00134178321678322
ATPsyn-beta,ALG,2,1.766954183578491,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,8,1.377601742744446,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,14,2.037560939788818,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,20,1.775920391082764,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,26,1.766954183578491,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,32,1.377601742744446,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,38,2.037560939788818,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,ALG,44,1.775920391082764,0.0296893000250438,0.0172472387425658,0.0317972488038277
ATPsyn-beta,EG_2,2,1.658641219139099,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,8,1.156261801719666,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,14,2.020761251449585,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,20,1.467794179916382,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,26,1.658641219139099,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,32,1.156261801719666,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,38,2.020761251449585,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-beta,EG_2,44,1.467794179916382,5.3030303030303e-4,4.3678977272727e-4,5.5757575757575e-4
ATPsyn-d,1,2,1.296825408935547,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,8,0.8950287699699402,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,14,1.436118364334106,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,20,1.161080479621887,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,26,1.296825408935547,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,32,0.8950287699699402,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,38,1.436118364334106,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,1,44,1.161080479621887,5.2955295529553e-4,0.00123106060606061,0.00124700239808153
ATPsyn-d,ALG,2,1.251532435417175,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,8,1.125556588172913,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,14,1.591147541999817,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,20,1.240606904029846,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,26,1.251532435417175,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,32,1.125556588172913,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,38,1.591147541999817,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,ALG,44,1.240606904029846,0.00954250841750842,0.0482232395901461,0.0317972488038277
ATPsyn-d,EG_2,2,1.413117647171021,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,8,1.02055287361145,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,14,1.732715487480164,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,20,1.206257462501526,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,26,1.413117647171021,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,32,1.02055287361145,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,38,1.732715487480164,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-d,EG_2,44,1.206257462501526,0.0175915631131458,0.00117703349282297,5.5757575757575e-4
ATPsyn-gamma,1,2,1.09601879119873,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,8,0.6899445056915283,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,14,1.185140132904053,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,20,0.8116763234138489,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,26,1.09601879119873,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,32,0.6899445056915283,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,38,1.185140132904053,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,1,44,0.8116763234138489,0.00265904786501377,0.00123106060606061,0.00528180354267311
ATPsyn-gamma,26,2,1.130084753036499,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,8,1.359854698181152,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,14,1.539295196533203,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,20,1.174747824668884,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,26,1.130084753036499,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,32,1.359854698181152,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,38,1.539295196533203,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,26,44,1.174747824668884,0.0286616161616162,0.0456293706293706,0.0244469696969697
ATPsyn-gamma,35,2,0.9731603860855103,0.00325513196480938,0.0237190082644628,0.00125568181818182
ATPsyn-gamma,35,8,0.7410250902175903,0.00325513196480938,0.0237190082644628,0.00125568181818182
ATPsyn-gamma,35,14,1.232473969459534,0.00325513196480938,0.0237190082644628,0.00125568181818182
ATPsyn-gamma,35,20,0.8645174503326416,0.00325513196480938,0.0237190082644628,0.00125568181818182
ATPsyn-gamma,35,26,0.9731603860855103,0.00325513196480938,0.0237190082644628,0.00125568181818182
ATPsyn-gamma,35,32,0.7410250902175903,0.00325513196480938,0.0237190082644628,0.00125568181818182
