cluster,gene,expression_1,expression_2,expression_3,expression_4,expression_5,expression_6,expression_7,Pearson_r2,p.adj
nonPAM,CG8435,0.1449423134326935,0.1048162281513214,0.09835104644298553,0.1018165498971939,0.02732554636895657,0.01805557869374752,0.0626964345574379,-0.8285477066929613,0.04109931292436891
nonPAM,CG8814,0.5078290104866028,0.4931716918945312,0.5944265127182007,0.2967803180217743,0.3553691804409027,0.2754293084144592,0.1776912212371826,-0.8586334383405042,0.02640424257529055
nonPAM,CG9305,0.1018505841493607,0.08200891315937042,0.07949801534414291,0.03805233165621758,0.07583414018154144,0.05540268123149872,0.02411962859332561,-0.8204765104805333,0.0465538885819645
nonPAM,CG9953,0.3365468382835388,0.2835195660591125,0.3344712555408478,0.2500530481338501,0.2419940382242203,0.2482690513134003,0.2001576870679855,-0.8742386145026017,0.019906490349750793
nonPAM,CG9987,0.2328765839338303,0.2410871535539627,0.1932890117168427,0.165634498000145,0.1214781105518341,0.04810473322868347,0.1171711012721062,-0.8953118512635229,0.01278743568034956
nonPAM,Cka,1.033816456794739,0.9864858984947205,1.000773668289185,1.126571178436279,1.082430839538574,1.112675905227661,1.278463006019592,0.8291653064573069,0.041400902213404644
nonPAM,Clp,0,0.03343769535422325,0.03031456097960472,0.04937518388032913,0.0252089835703373,0.07520529627799988,0.08321550488471985,0.8672961806279245,0.022671142796442927
nonPAM,D19B,0.2044631391763687,0.1970278173685074,0.1782453805208206,0.1755864471197128,0.1679605394601822,0.139188751578331,0.09048640727996826,-0.9270677162848012,0.005288619089103896
nonPAM,Dh44-R1,0.3386437892913818,0.3105922639369965,0.2153542339801788,0.2378408759832382,0.2324312776327133,0.2231152951717377,0.1358882486820221,-0.8897566154447253,0.014495528792409739
nonPAM,dpr12,1.246272325515747,1.185309290885925,1.012441754341125,1.061131596565247,0.9870182871818542,1.030989289283752,0.8989803194999695,-0.8931640918426598,0.013429361371710814
nonPAM,DUBAI,0.1381586939096451,0.2830682694911957,0.1872323751449585,0.3202453553676605,0.2483244985342026,0.3534814119338989,0.5008583664894104,0.83714249108843,0.036338584613023785
nonPAM,Ercc1,0.02491180412471294,0.04111815243959427,0.02675796113908291,0.04019499942660332,0.04752431437373161,0.0601622462272644,0.07702644169330597,0.9014400587437487,0.011045865498495372
nonPAM,fidipidine,0.1535696089267731,0.1246259734034538,0.08240711688995361,0.02918737009167671,0.06578917801380157,0.05684947967529297,0.02668469212949276,-0.8663273711523404,0.02307007451292818
nonPAM,galectin,0.2863004803657532,0.3511786758899689,0.3308346569538116,0.4223610460758209,0.4479920864105225,0.4405823349952698,0.5081462264060974,0.9547918394717896,0.0016272274346292696
nonPAM,Galt,0.1865104883909225,0.1559591740369797,0.1761842221021652,0.1335795521736145,0.1452200561761856,0.03579692542552948,0.0440053753554821,-0.8831447061065804,0.01666959932714409
nonPAM,gcl,0.04054984450340271,0.1488513499498367,0.1406355798244476,0.1733022481203079,0.1515393406152725,0.2284819483757019,0.4031530618667603,0.8688476927383416,0.02203782009412049
nonPAM,GlcAT-S,0.3831074833869934,0.3300914764404297,0.3311794102191925,0.2744577527046204,0.3360549509525299,0.2817546427249908,0.230138286948204,-0.841020623381713,0.0348966215358331
nonPAM,GstO1,0.05745195969939232,0.0378473736345768,0.04234330356121063,0.05100230872631073,0,0.01427446492016315,0,-0.842621986548693,0.03406205453830211
nonPAM,Hop,0.2802469730377197,0.1978730857372284,0.1505394279956818,0.2276388704776764,0.1105466037988663,0.108341246843338,0.03488774225115776,-0.8880756060145875,0.015034380525236965
nonPAM,Hr46,0.8883974552154541,0.8220269680023193,0.8272973299026489,0.8150548934936523,0.7788150310516357,0.767147421836853,0.7505115866661072,-0.9515150443357357,0.0019344705712924042
nonPAM,Iap2,0.5424259305000305,0.5583932399749756,0.6128402352333069,0.5050779581069946,0.4791121482849121,0.4651278853416443,0.3613799214363098,-0.8288706502434615,0.04092147972342446
nonPAM,jet,0.1924877166748047,0.1689850091934204,0.1461792886257172,0.1585079282522202,0.1305819153785706,0.09190349280834198,0.0804186463356018,-0.9604897741950599,0.0011648357835912487
nonPAM,Jheh3,0,0,0,0.02918737009167671,0.0380471795797348,0.03429653495550156,0.04076908528804779,0.9131438639093018,0.008118092028644167
nonPAM,l(2)k14710,0.173040434718132,0.198094978928566,0.2978263795375824,0.215294823050499,0.2810277938842773,0.35861936211586,0.3297260105609894,0.849213155021135,0.030781783281788065
nonPAM,l(3)01239,0.6387171745300293,0.5360127091407776,0.5042849183082581,0.4439529478549957,0.5023088455200195,0.3951235115528107,0.4583796858787537,-0.8172832809757805,0.048553618994697796
nonPAM,LSm1,0.3173467516899109,0.2033319026231766,0.2638435065746307,0.2333572655916214,0.1878681182861328,0.1903190612792969,0.1237278208136559,-0.8513188651012508,0.029765449796552698
nonPAM,Lsm11,0,0.03049987182021141,0.02499210834503174,0.02918737009167671,0.0646217092871666,0.06747022271156311,0.0687548816204071,0.9309166331482581,0.0046289324809630755
nonPAM,Mcr,0.07261022180318832,0.06741055101156235,0.02745910547673702,0.09797585010528564,0.1040226817131042,0.1528317034244537,0.2263585180044174,0.8384241916969964,0.03622845363041743
nonPAM,mRpL50,0.2946994304656982,0.1883789896965027,0.1650480926036835,0.1803688704967499,0.1522505134344101,0.137379452586174,0.1397541761398315,-0.8243919536426105,0.04418134233527536
nonPAM,mRpS25,0.6827287673950195,0.5961009860038757,0.6031272411346436,0.5595211386680603,0.5331370234489441,0.4690728187561035,0.4463344812393188,-0.9762287234953693,0.01989466746025622
nonPAM,msn,0.4480178952217102,0.4810570478439331,0.4790197908878326,0.479034036397934,0.5616620182991028,0.6611364483833313,0.6054646372795105,0.8848311217368854,0.01609617898132434
nonPAM,nompB,0,0.01523533649742603,0,0.02805685624480247,0.04921996593475342,0.04973916709423065,0.1031821817159653,0.9062720952420653,0.009775279846457737
nonPAM,numb,0.5864114761352539,0.6500190496444702,0.7046979665756226,0.8318421244621277,0.6848533749580383,0.7629216909408569,0.9171724319458008,0.8210260438611864,0.04554304857450591
nonPAM,oaf,0.7514882683753967,0.6365801095962524,0.6737808585166931,0.4890867173671722,0.5776991248130798,0.5605176687240601,0.4682365953922272,-0.8388144546889158,0.03603222166260691
nonPAM,PGAP3,0.4288422763347626,0.2963556349277496,0.3245242238044739,0.3305731117725372,0.2949184775352478,0.2321812510490417,0.0771578848361969,-0.8631751128133573,0.02436765439969822
nonPAM,Pih1D1,0.344812422990799,0.2788627743721008,0.307664692401886,0.06659535318613052,0.1937925517559052,0.1376713365316391,0.06065458059310913,-0.8348383710670488,0.038179281878312314
nonPAM,Pp2A-29B,0.4686499834060669,0.5965478420257568,0.5729337930679321,0.7374007105827332,0.6372740864753723,0.6947111487388611,0.882138729095459,0.8748630612323701,0.01967107169001735
nonPAM,Prp19,0.02491180412471294,0.0723976194858551,0.1015554890036583,0.09906649589538574,0.1240388005971909,0.1113841086626053,0.1274007111787796,0.8818717599509317,0.017108337416933368
nonPAM,qm,0.08790801465511322,0.1945281773805618,0.230085477232933,0.3285789489746094,0.244779959321022,0.3488188982009888,0.2977398037910461,0.8222748469240905,0.04545227750581535
nonPAM,rig,0,0.01323624048382044,0.01202874165028334,0.02805685624480247,0.03183068335056305,0.02887722849845886,0.03194038942456245,0.9101446780899923,0.008820763594924876
nonPAM,rk,0.2298903167247772,0.1236509159207344,0.1013820692896843,0.1807993203401566,0.07815095037221909,0.06249948590993881,0,-0.8435433247068814,0.03360969869777408
nonPAM,RNaseX25,0.5179319381713867,0.3771829307079315,0.397980123758316,0.3895131051540375,0.2753024101257324,0.3453609943389893,0.2758942246437073,-0.8463130252746122,0.032217722107623595
nonPAM,Rpt1,0.3005370199680328,0.3978236317634583,0.3661072254180908,0.3758302927017212,0.4411314427852631,0.4458665251731873,0.5531145334243774,0.9011098087938585,0.011134372337232966
nonPAM,RYBP,0.1840277016162872,0.2100205570459366,0.3089457154273987,0.2825599908828735,0.3032248318195343,0.3028849363327026,0.3684332966804504,0.8975185510718543,0.012141472880954747
nonPAM,Sap130,0.2863328158855438,0.1330030858516693,0.2134775072336197,0.1261132508516312,0.1158610060811043,0.08865377306938171,0.06589481979608536,-0.8511789369927276,0.029827288603867966
nonPAM,sowah,0.4183622002601624,0.4012199640274048,0.3622250854969025,0.2249215394258499,0.2886288166046143,0.2403779029846191,0.2488184422254562,-0.8644859203176352,0.023838719584465776
nonPAM,spel1,0,0.04523630812764168,0.03702085092663765,0.04019499942660332,0.04256658256053925,0.05799103900790215,0.06653591990470886,0.8455572119149437,0.03259492842016846
nonPAM,spir,0.68059241771698,0.7102996706962585,0.5985617637634277,0.6438550353050232,0.583891749382019,0.5587879419326782,0.5877988338470459,-0.8202376863503514,0.04600774479025735
nonPAM,Src42A,0.2750679552555084,0.388737678527832,0.3095675110816956,0.4049689173698425,0.4551182091236115,0.4475354254245758,0.5537676215171814,0.9048595702973489,0.01013779761554207
